,X,grid_id,species,distance_bin,n,ID,lat,lon,ele,grid_name,date,start_time,TOD,observers,hab_main
1450,1450,G25.4,Ashy prinia,100.200m,1,232,18.202067,74.11382502,697.277771,G25,04-01-23,17:02,evening,"TB, VM, SM",grass
1451,1451,G25.5,Laughing dove,100.200m,15,233,18.20237,74.11083603,694.526794,G25,04-01-23,17:19,evening,"TB, VM, SM",grass
1452,1452,G25.6,Grey francolin,100.200m,1,234,18.20295196,74.10754999,682.05072,G25,04-01-23,17:34,evening,"TB, VM, SM",grass
1453,1453,G25.6,Grey babbler,100.200m,5,234,18.20295196,74.10754999,682.05072,G25,04-01-23,17:34,evening,"TB, VM, SM",grass
1454,1454,G25.6,Red wattled lapwing,100.200m,1,234,18.20295196,74.10754999,682.05072,G25,04-01-23,17:34,evening,"TB, VM, SM",grass
1455,1455,G25.6,Red vented bulbul,100.200m,1,234,18.20295196,74.10754999,682.05072,G25,04-01-23,17:34,evening,"TB, VM, SM",grass
1456,1456,G25.6,Plum headed parakeet,200.500m,1,234,18.20295196,74.10754999,682.05072,G25,04-01-23,17:34,evening,"TB, VM, SM",grass
1457,1457,G25.7,Tree pipit,25.50m,2,235,18.20109101,74.10487298,674.155212,G25,04-01-23,17:52,evening,"TB, VM, SM",grass
1458,1536,G48.1,Grey babbler,10.25m,2,253,18.20194697,74.26643802,624.400757,G48,05-01-23,7:05,morning,"SM, VM",grass
1459,1537,G48.10,Rock pigeon,10.25m,2,254,18.19002103,74.27326801,610.074707,G48,05-01-23,9:30,morning,"SM, VM",cropland
1460,1538,G48.10,Black drongo,100.200m,2,254,18.19002103,74.27326801,610.074707,G48,05-01-23,9:30,morning,"SM, VM",cropland
1461,1539,G48.10,Bay backed shrike ,50.100m,1,254,18.19002103,74.27326801,610.074707,G48,05-01-23,9:30,morning,"SM, VM",cropland
1462,1540,G48.10,Eurasian collared dove,50.100m,1,254,18.19002103,74.27326801,610.074707,G48,05-01-23,9:30,morning,"SM, VM",cropland
1463,1541,G48.10,Purple sunbird,25.50m,1,254,18.19002103,74.27326801,610.074707,G48,05-01-23,9:30,morning,"SM, VM",cropland
1464,1542,G48.10,Rufous tailed lark,50.100m,3,254,18.19002103,74.27326801,610.074707,G48,05-01-23,9:30,morning,"SM, VM",cropland
1465,1543,G48.10,Indian roller,100.200m,1,254,18.19002103,74.27326801,610.074707,G48,05-01-23,9:30,morning,"SM, VM",cropland
1466,1544,G48.10,Grey francolin,50.100m,1,254,18.19002103,74.27326801,610.074707,G48,05-01-23,9:30,morning,"SM, VM",cropland
1467,1545,G48.2,Grey babbler,50.100m,1,255,18.20281902,74.26965198,626.262939,G48,05-01-23,7:22,morning,"SM, VM",mixed
1468,1546,G48.2,Indian robin,200.500m,1,255,18.20281902,74.26965198,626.262939,G48,05-01-23,7:22,morning,"SM, VM",mixed
1469,1547,G48.2,Black drongo,100.200m,1,255,18.20281902,74.26965198,626.262939,G48,05-01-23,7:22,morning,"SM, VM",mixed
1470,1548,G48.3,Indian bushlark,50.100m,2,256,18.19997798,74.27018196,630.594666,G48,05-01-23,7:39,morning,"SM, VM",mixed
1471,1549,G48.3,Siberian stonechat,25.50m,1,256,18.19997798,74.27018196,630.594666,G48,05-01-23,7:39,morning,"SM, VM",mixed
1472,1550,G48.3,Siberian stonechat,50.100m,2,256,18.19997798,74.27018196,630.594666,G48,05-01-23,7:39,morning,"SM, VM",mixed
1473,1551,G48.3,Indian robin,25.50m,2,256,18.19997798,74.27018196,630.594666,G48,05-01-23,7:39,morning,"SM, VM",mixed
1474,1552,G48.3,Ashy crowned sparrow lark,25.50m,1,256,18.19997798,74.27018196,630.594666,G48,05-01-23,7:39,morning,"SM, VM",mixed
1475,1553,G48.3,House sparrow,50.100m,2,256,18.19997798,74.27018196,630.594666,G48,05-01-23,7:39,morning,"SM, VM",mixed
1476,1554,G48.3,Red vented bulbul,50.100m,1,256,18.19997798,74.27018196,630.594666,G48,05-01-23,7:39,morning,"SM, VM",mixed
1477,1555,G48.4,Eurasian collared dove,50.100m,3,257,18.20119604,74.27278102,639.45752,G48,05-01-23,7:52,morning,"SM, VM",grass
1478,1556,G48.4,Siberian stonechat,50.100m,1,257,18.20119604,74.27278102,639.45752,G48,05-01-23,7:52,morning,"SM, VM",grass
1479,1557,G48.4,Great grey shrike,25.50m,1,257,18.20119604,74.27278102,639.45752,G48,05-01-23,7:52,morning,"SM, VM",grass
1480,1558,G48.4,Great grey shrike,50.100m,1,257,18.20119604,74.27278102,639.45752,G48,05-01-23,7:52,morning,"SM, VM",grass
1481,1559,G48.4,Grey francolin,200.500m,2,257,18.20119604,74.27278102,639.45752,G48,05-01-23,7:52,morning,"SM, VM",grass
1482,1560,G48.4,Indian bushlark,50.100m,1,257,18.20119604,74.27278102,639.45752,G48,05-01-23,7:52,morning,"SM, VM",grass
1483,1561,G48.4,Black drongo,50.100m,1,257,18.20119604,74.27278102,639.45752,G48,05-01-23,7:52,morning,"SM, VM",grass
1484,1562,G48.4,Bay backed shrike ,50.100m,1,257,18.20119604,74.27278102,639.45752,G48,05-01-23,7:52,morning,"SM, VM",grass
1485,1563,G48.5,Black drongo,50.100m,1,258,18.203016,74.27498496,625.796326,G48,05-01-23,8:06,morning,"SM, VM",grass
1486,1564,G48.5,Black drongo,100.200m,1,258,18.203016,74.27498496,625.796326,G48,05-01-23,8:06,morning,"SM, VM",grass
1487,1565,G48.5,Great grey shrike,50.100m,1,258,18.203016,74.27498496,625.796326,G48,05-01-23,8:06,morning,"SM, VM",grass
1488,1566,G48.5,Bay backed shrike ,50.100m,1,258,18.203016,74.27498496,625.796326,G48,05-01-23,8:06,morning,"SM, VM",grass
1489,1567,G48.5,Indian robin,50.100m,1,258,18.203016,74.27498496,625.796326,G48,05-01-23,8:06,morning,"SM, VM",grass
1490,1568,G48.5,Siberian stonechat,50.100m,1,258,18.203016,74.27498496,625.796326,G48,05-01-23,8:06,morning,"SM, VM",grass
1491,1569,G48.5,Grey necked bunting,100.200m,20,258,18.203016,74.27498496,625.796326,G48,05-01-23,8:06,morning,"SM, VM",grass
1492,1570,G48.6,Bay backed shrike ,10.25m,1,259,18.19862598,74.27740498,615.286865,G48,05-01-23,8:26,morning,"SM, VM",grass
1493,1571,G48.6,Brahminy starling,25.50m,1,259,18.19862598,74.27740498,615.286865,G48,05-01-23,8:26,morning,"SM, VM",grass
1494,1494,G47.1,Red wattled lapwing,100.200m,3,244,18.23164104,74.27338997,621.266113,G47,05-01-23,7:28,morning,"TB, AB",grass
1495,1495,G47.1,Indian bushlark,100.200m,15,244,18.23164104,74.27338997,621.266113,G47,05-01-23,7:28,morning,"TB, AB",grass
1496,1496,G47.1,Cattle egret,100.200m,3,244,18.23164104,74.27338997,621.266113,G47,05-01-23,7:28,morning,"TB, AB",grass
1497,1497,G47.1,Yellow wattled lapwing,100.200m,3,244,18.23164104,74.27338997,621.266113,G47,05-01-23,7:28,morning,"TB, AB",grass
1498,1498,G47.1,Ashy crowned sparrow lark,100.200m,1,244,18.23164104,74.27338997,621.266113,G47,05-01-23,7:28,morning,"TB, AB",grass
1499,1499,G47.1,Indian cormorant,100.200m,1,244,18.23164104,74.27338997,621.266113,G47,05-01-23,7:28,morning,"TB, AB",grass
1500,1500,G47.2,Eurasian collared dove,5.10m,1,245,18.23411998,74.27471003,626.380432,G47,05-01-23,7:42,morning,"TB, AB",grass
1501,1501,G47.2,Eurasian collared dove,25.50m,1,245,18.23411998,74.27471003,626.380432,G47,05-01-23,7:42,morning,"TB, AB",grass
1502,1502,G47.2,Red wattled lapwing,100.200m,1,245,18.23411998,74.27471003,626.380432,G47,05-01-23,7:42,morning,"TB, AB",grass
1503,1503,G47.2,Little ringed plover,50.100m,1,245,18.23411998,74.27471003,626.380432,G47,05-01-23,7:42,morning,"TB, AB",grass
1504,1504,G47.2,Pond heron,50.100m,1,245,18.23411998,74.27471003,626.380432,G47,05-01-23,7:42,morning,"TB, AB",grass
1505,1505,G47.3,Indian robin,25.50m,2,246,18.23686204,74.27510499,643.580627,G47,05-01-23,8:05,morning,"TB, AB",grass
1506,1506,G47.3,Whitethroat,50.100m,2,246,18.23686204,74.27510499,643.580627,G47,05-01-23,8:05,morning,"TB, AB",grass
1507,1507,G47.3,Grey babbler,100.200m,1,246,18.23686204,74.27510499,643.580627,G47,05-01-23,8:05,morning,"TB, AB",grass
1508,1508,G47.4,Black drongo,50.100m,1,247,18.23883204,74.27289099,648.98822,G47,05-01-23,8:22,morning,"TB, AB",cropland
1509,1509,G47.4,Red avadavat,200.500m,10,247,18.23883204,74.27289099,648.98822,G47,05-01-23,8:22,morning,"TB, AB",cropland
1510,1510,G47.4,Grey francolin,50.100m,1,247,18.23883204,74.27289099,648.98822,G47,05-01-23,8:22,morning,"TB, AB",cropland
1511,1511,G47.5,Paddyfield pipit,25.50m,1,248,18.24197399,74.27165802,647.928467,G47,05-01-23,8:40,morning,"TB, AB",mixed
1512,1512,G47.5,Black drongo,25.50m,1,248,18.24197399,74.27165802,647.928467,G47,05-01-23,8:40,morning,"TB, AB",mixed
1513,1513,G47.5,Syke's lark,5.10m,1,248,18.24197399,74.27165802,647.928467,G47,05-01-23,8:40,morning,"TB, AB",mixed
1514,1514,G47.6,Green bee eater,100.200m,1,249,18.24211397,74.26855403,648.814209,G47,05-01-23,8:55,morning,"TB, AB",grass
1515,1515,G47.6,Black drongo,25.50m,1,249,18.24211397,74.26855403,648.814209,G47,05-01-23,8:55,morning,"TB, AB",grass
1516,1516,G47.6,Black drongo,50.100m,1,249,18.24211397,74.26855403,648.814209,G47,05-01-23,8:55,morning,"TB, AB",grass
1517,1517,G47.6,Siberian stonechat,25.50m,1,249,18.24211397,74.26855403,648.814209,G47,05-01-23,8:55,morning,"TB, AB",grass
1518,1518,G47.6,Ashy crowned sparrow lark,10.25m,1,249,18.24211397,74.26855403,648.814209,G47,05-01-23,8:55,morning,"TB, AB",grass
1519,1519,G47.7,Laughing dove,25.50m,2,250,18.24013299,74.26657397,644.418884,G47,05-01-23,9:12,morning,"TB, AB",grass
1520,1520,G47.7,Grey necked bunting,25.50m,1,250,18.24013299,74.26657397,644.418884,G47,05-01-23,9:12,morning,"TB, AB",grass
1521,1521,G47.7,Ashy crowned sparrow lark,25.50m,2,250,18.24013299,74.26657397,644.418884,G47,05-01-23,9:12,morning,"TB, AB",grass
1522,1522,G47.7,Pied bushchat,25.50m,1,250,18.24013299,74.26657397,644.418884,G47,05-01-23,9:12,morning,"TB, AB",grass
1523,1523,G47.7,Red vented bulbul,50.100m,1,250,18.24013299,74.26657397,644.418884,G47,05-01-23,9:12,morning,"TB, AB",grass
1524,1524,G47.7,Grey babbler,100.200m,2,250,18.24013299,74.26657397,644.418884,G47,05-01-23,9:12,morning,"TB, AB",grass
1525,1525,G47.8,Pied bushchat,10.25m,1,251,18.237776,74.264336,630.782043,G47,05-01-23,9:27,morning,"TB, AB",cropland
1526,1526,G47.8,House sparrow,25.50m,6,251,18.237776,74.264336,630.782043,G47,05-01-23,9:27,morning,"TB, AB",cropland
1527,1527,G47.8,Laughing dove,25.50m,2,251,18.237776,74.264336,630.782043,G47,05-01-23,9:27,morning,"TB, AB",cropland
1528,1528,G47.8,Grey francolin,50.100m,2,251,18.237776,74.264336,630.782043,G47,05-01-23,9:27,morning,"TB, AB",cropland
1529,1529,G47.8,Bay backed shrike ,25.50m,1,251,18.237776,74.264336,630.782043,G47,05-01-23,9:27,morning,"TB, AB",cropland
1530,1530,G47.8,White throated kingfisher,50.100m,1,251,18.237776,74.264336,630.782043,G47,05-01-23,9:27,morning,"TB, AB",cropland
1531,1531,G47.9,Green bee eater,25.50m,1,252,18.23665601,74.26115499,646.196045,G47,05-01-23,9:43,morning,"TB, AB",grass
1532,1532,G47.9,Indian robin,50.100m,1,252,18.23665601,74.26115499,646.196045,G47,05-01-23,9:43,morning,"TB, AB",grass
1533,1533,G47.9,Rufous tailed lark,25.50m,3,252,18.23665601,74.26115499,646.196045,G47,05-01-23,9:43,morning,"TB, AB",grass
1534,1534,G47.9,Red vented bulbul,50.100m,2,252,18.23665601,74.26115499,646.196045,G47,05-01-23,9:43,morning,"TB, AB",grass
1535,1535,G47.9,Eurasian collared dove,50.100m,1,252,18.23665601,74.26115499,646.196045,G47,05-01-23,9:43,morning,"TB, AB",grass
1536,1572,G48.6,Siberian stonechat,50.100m,1,259,18.19862598,74.27740498,615.286865,G48,05-01-23,8:26,morning,"SM, VM",grass
1537,1573,G48.6,Eurasian collared dove,10.25m,1,259,18.19862598,74.27740498,615.286865,G48,05-01-23,8:26,morning,"SM, VM",grass
1538,1574,G48.6,Rufous tailed lark,25.50m,2,259,18.19862598,74.27740498,615.286865,G48,05-01-23,8:26,morning,"SM, VM",grass
1539,1575,G48.6,Yellow wattled lapwing,25.50m,1,259,18.19862598,74.27740498,615.286865,G48,05-01-23,8:26,morning,"SM, VM",grass
1540,1576,G48.7,Paddyfield pipit,25.50m,6,260,18.19636504,74.27958202,616.656799,G48,05-01-23,8:40,morning,"SM, VM",grass
1541,1577,G48.7,Grey babbler,50.100m,5,260,18.19636504,74.27958202,616.656799,G48,05-01-23,8:40,morning,"SM, VM",grass
1542,1578,G48.7,Black drongo,50.100m,1,260,18.19636504,74.27958202,616.656799,G48,05-01-23,8:40,morning,"SM, VM",grass
1543,1579,G48.7,Siberian stonechat,25.50m,1,260,18.19636504,74.27958202,616.656799,G48,05-01-23,8:40,morning,"SM, VM",grass
1544,1580,G48.7,Long tailed shrike,100.200m,1,260,18.19636504,74.27958202,616.656799,G48,05-01-23,8:40,morning,"SM, VM",grass
1545,1581,G48.8,Red vented bulbul,50.100m,3,261,18.19337103,74.27855004,605.936035,G48,05-01-23,8:56,morning,"SM, VM",cropland
1546,1582,G48.8,Laughing dove,50.100m,1,261,18.19337103,74.27855004,605.936035,G48,05-01-23,8:56,morning,"SM, VM",cropland
1547,1583,G48.8,Indian cormorant,100.200m,1,261,18.19337103,74.27855004,605.936035,G48,05-01-23,8:56,morning,"SM, VM",cropland
1548,1584,G48.8,Long tailed shrike,100.200m,1,261,18.19337103,74.27855004,605.936035,G48,05-01-23,8:56,morning,"SM, VM",cropland
1549,1585,G48.8,Baya weaver,25.50m,30,261,18.19337103,74.27855004,605.936035,G48,05-01-23,8:56,morning,"SM, VM",cropland
1550,1586,G48.8,Black drongo,100.200m,1,261,18.19337103,74.27855004,605.936035,G48,05-01-23,8:56,morning,"SM, VM",cropland
1551,1587,G48.8,Grey babbler,100.200m,1,261,18.19337103,74.27855004,605.936035,G48,05-01-23,8:56,morning,"SM, VM",cropland
1552,1588,G48.8,Indian bushlark,50.100m,1,261,18.19337103,74.27855004,605.936035,G48,05-01-23,8:56,morning,"SM, VM",cropland
1553,1589,G48.8,Pond heron,50.100m,2,261,18.19337103,74.27855004,605.936035,G48,05-01-23,8:56,morning,"SM, VM",cropland
1554,1590,G48.9,Ashy prinia,10.25m,1,262,18.19251901,74.27564797,614.542236,G48,05-01-23,9:15,morning,"SM, VM",cropland
1555,1591,G48.9,Plain prinia,25.50m,1,262,18.19251901,74.27564797,614.542236,G48,05-01-23,9:15,morning,"SM, VM",cropland
1556,1592,G48.9,Baya weaver,25.50m,15,262,18.19251901,74.27564797,614.542236,G48,05-01-23,9:15,morning,"SM, VM",cropland
1557,1593,G48.9,Baya weaver,50.100m,15,262,18.19251901,74.27564797,614.542236,G48,05-01-23,9:15,morning,"SM, VM",cropland
1558,1594,G48.9,Long tailed shrike,100.200m,1,262,18.19251901,74.27564797,614.542236,G48,05-01-23,9:15,morning,"SM, VM",cropland
1559,1595,G48.9,Laughing dove,50.100m,5,262,18.19251901,74.27564797,614.542236,G48,05-01-23,9:15,morning,"SM, VM",cropland
1560,1596,G48.9,Black drongo,50.100m,1,262,18.19251901,74.27564797,614.542236,G48,05-01-23,9:15,morning,"SM, VM",cropland
1561,1597,G48.9,Grey wagtail,10.25m,1,262,18.19251901,74.27564797,614.542236,G48,05-01-23,9:15,morning,"SM, VM",cropland
1562,1598,G48.9,Rock pigeon,100.200m,1,262,18.19251901,74.27564797,614.542236,G48,05-01-23,9:15,morning,"SM, VM",cropland
1563,1599,G48.9,Grey babbler,100.200m,1,262,18.19251901,74.27564797,614.542236,G48,05-01-23,9:15,morning,"SM, VM",cropland
1564,1600,G65.1,Grey babbler,100.200m,3,263,18.19907499,74.39454501,622.408142,G65,05-01-23,16:10,evening,"TB, VM, SM",mixed
1565,1601,G65.1,Green bee eater,100.200m,1,263,18.19907499,74.39454501,622.408142,G65,05-01-23,16:10,evening,"TB, VM, SM",mixed
1566,1602,G65.1,Syke's lark,5.10m,2,263,18.19907499,74.39454501,622.408142,G65,05-01-23,16:10,evening,"TB, VM, SM",mixed
1567,1603,G65.1,Siberian stonechat,25.50m,1,263,18.19907499,74.39454501,622.408142,G65,05-01-23,16:10,evening,"TB, VM, SM",mixed
1568,1604,G65.1,Siberian stonechat,50.100m,1,263,18.19907499,74.39454501,622.408142,G65,05-01-23,16:10,evening,"TB, VM, SM",mixed
1569,1605,G65.1,Siberian stonechat,100.200m,1,263,18.19907499,74.39454501,622.408142,G65,05-01-23,16:10,evening,"TB, VM, SM",mixed
1570,1606,G65.1,Rosy starling,50.100m,4,263,18.19907499,74.39454501,622.408142,G65,05-01-23,16:10,evening,"TB, VM, SM",mixed
1571,1607,G65.1,Red rumped swallow,50.100m,3,263,18.19907499,74.39454501,622.408142,G65,05-01-23,16:10,evening,"TB, VM, SM",mixed
1572,1608,G65.1,Red wattled lapwing,200.500m,3,263,18.19907499,74.39454501,622.408142,G65,05-01-23,16:10,evening,"TB, VM, SM",mixed
1573,1609,G65.2,Barn swallow,25.50m,11,264,18.19589599,74.393262,619.68811,G65,05-01-23,16:26,evening,"TB, VM, SM",grass
1574,1610,G65.2,Red rumped swallow,25.50m,12,264,18.19589599,74.393262,619.68811,G65,05-01-23,16:26,evening,"TB, VM, SM",grass
1575,1611,G65.2,Black drongo,25.50m,1,264,18.19589599,74.393262,619.68811,G65,05-01-23,16:26,evening,"TB, VM, SM",grass
1576,1612,G65.2,Black drongo,50.100m,1,264,18.19589599,74.393262,619.68811,G65,05-01-23,16:26,evening,"TB, VM, SM",grass
1577,1613,G65.2,Black drongo,100.200m,4,264,18.19589599,74.393262,619.68811,G65,05-01-23,16:26,evening,"TB, VM, SM",grass
1578,1614,G65.2,Streak throated swallow,25.50m,1,264,18.19589599,74.393262,619.68811,G65,05-01-23,16:26,evening,"TB, VM, SM",grass
1579,1615,G65.3,Eurasian collared dove,50.100m,2,265,18.19495303,74.39738698,613.761536,G65,05-01-23,16:40,evening,"TB, VM, SM",mixed
1580,1616,G65.3,Eurasian collared dove,100.200m,1,265,18.19495303,74.39738698,613.761536,G65,05-01-23,16:40,evening,"TB, VM, SM",mixed
1581,1617,G65.3,Green bee eater,50.100m,1,265,18.19495303,74.39738698,613.761536,G65,05-01-23,16:40,evening,"TB, VM, SM",mixed
1582,1618,G65.3,Bay backed shrike ,50.100m,1,265,18.19495303,74.39738698,613.761536,G65,05-01-23,16:40,evening,"TB, VM, SM",mixed
1583,1619,G65.3,Steppe eagle,100.200m,1,265,18.19495303,74.39738698,613.761536,G65,05-01-23,16:40,evening,"TB, VM, SM",mixed
1584,1620,G65.3,Indian roller,50.100m,1,265,18.19495303,74.39738698,613.761536,G65,05-01-23,16:40,evening,"TB, VM, SM",mixed
1585,1621,G65.3,White eyed buzzard,50.100m,1,265,18.19495303,74.39738698,613.761536,G65,05-01-23,16:40,evening,"TB, VM, SM",mixed
1586,1622,G65.4,Long tailed shrike,100.200m,1,266,18.19165902,74.39728799,610.157227,G65,05-01-23,16:57,evening,"TB, VM, SM",grass
1587,1623,G65.4,Green bee eater,100.200m,1,266,18.19165902,74.39728799,610.157227,G65,05-01-23,16:57,evening,"TB, VM, SM",grass
1588,1624,G65.4,Paddyfield pipit,10.25m,2,266,18.19165902,74.39728799,610.157227,G65,05-01-23,16:57,evening,"TB, VM, SM",grass
1589,1625,G65.4,Siberian stonechat,10.25m,1,266,18.19165902,74.39728799,610.157227,G65,05-01-23,16:57,evening,"TB, VM, SM",grass
1590,1626,G65.4,Great grey shrike,10.25m,1,266,18.19165902,74.39728799,610.157227,G65,05-01-23,16:57,evening,"TB, VM, SM",grass
1591,1627,G65.5,Grey necked bunting,10.25m,1,267,18.18894798,74.39796098,599.46521,G65,05-01-23,17:15,evening,"TB, VM, SM",grass
1592,1628,G65.5,Tawny pipit,50.100m,1,267,18.18894798,74.39796098,599.46521,G65,05-01-23,17:15,evening,"TB, VM, SM",grass
1593,1629,G65.5,Large billed crow,50.100m,1,267,18.18894798,74.39796098,599.46521,G65,05-01-23,17:15,evening,"TB, VM, SM",grass
1594,1630,G65.5,Brahminy starling,50.100m,1,267,18.18894798,74.39796098,599.46521,G65,05-01-23,17:15,evening,"TB, VM, SM",grass
1595,1631,G65.5,Black drongo,50.100m,1,267,18.18894798,74.39796098,599.46521,G65,05-01-23,17:15,evening,"TB, VM, SM",grass
1596,1632,G65.5,Long tailed shrike,50.100m,1,267,18.18894798,74.39796098,599.46521,G65,05-01-23,17:15,evening,"TB, VM, SM",grass
1597,1633,G65.5,Coppersmith barbet,100.200m,1,267,18.18894798,74.39796098,599.46521,G65,05-01-23,17:15,evening,"TB, VM, SM",grass
1598,1634,G65.6,Bay backed shrike ,50.100m,1,268,18.18945098,74.394873,594.523071,G65,05-01-23,17:30,evening,"TB, VM, SM",mixed
1599,1635,G65.6,Grey babbler,100.200m,2,268,18.18945098,74.394873,594.523071,G65,05-01-23,17:30,evening,"TB, VM, SM",mixed
1600,1636,G65.6,Black drongo,100.200m,1,268,18.18945098,74.394873,594.523071,G65,05-01-23,17:30,evening,"TB, VM, SM",mixed
1601,1637,G65.6,Siberian stonechat,50.100m,1,268,18.18945098,74.394873,594.523071,G65,05-01-23,17:30,evening,"TB, VM, SM",mixed
1602,1638,G65.6,Siberian stonechat,100.200m,1,268,18.18945098,74.394873,594.523071,G65,05-01-23,17:30,evening,"TB, VM, SM",mixed
1603,1639,G65.6,Indian silverbill,50.100m,4,268,18.18945098,74.394873,594.523071,G65,05-01-23,17:30,evening,"TB, VM, SM",mixed
1604,1640,G65.7,Black drongo,50.100m,1,269,18.19234902,74.39367296,601.096497,G65,05-01-23,17:45,evening,"TB, VM, SM",grass
1605,1641,G65.7,Grey babbler,100.200m,1,269,18.19234902,74.39367296,601.096497,G65,05-01-23,17:45,evening,"TB, VM, SM",grass
1606,1642,G65.7,Montegu's harrier,100.200m,1,269,18.19234902,74.39367296,601.096497,G65,05-01-23,17:45,evening,"TB, VM, SM",grass
1607,1643,G65.7,Montegu's harrier,200.500m,1,269,18.19234902,74.39367296,601.096497,G65,05-01-23,17:45,evening,"TB, VM, SM",grass
1608,1644,G65.7,Barn swallow,25.50m,1,269,18.19234902,74.39367296,601.096497,G65,05-01-23,17:45,evening,"TB, VM, SM",grass
1609,1645,G65.8,Pallid harrier,100.200m,1,270,18.19357596,74.39059303,607.441406,G65,05-01-23,17:58,evening,"TB, VM, SM",grass
1610,1458,G38.1,Black drongo,100.200m,1,236,18.21390099,74.20018503,657.596313,G38,06-01-23,7:37,morning,"TB, VM, SM",mixed
1611,1459,G38.1,Grey babbler,100.200m,1,236,18.21390099,74.20018503,657.596313,G38,06-01-23,7:37,morning,"TB, VM, SM",mixed
1612,1460,G38.1,Indian silverbill,100.200m,4,236,18.21390099,74.20018503,657.596313,G38,06-01-23,7:37,morning,"TB, VM, SM",mixed
1613,1461,G38.1,Red vented bulbul,10.25m,4,236,18.21390099,74.20018503,657.596313,G38,06-01-23,7:37,morning,"TB, VM, SM",mixed
1614,1462,G38.1,Red vented bulbul,100.200m,1,236,18.21390099,74.20018503,657.596313,G38,06-01-23,7:37,morning,"TB, VM, SM",mixed
1615,1463,G38.1,Baya weaver,100.200m,15,236,18.21390099,74.20018503,657.596313,G38,06-01-23,7:37,morning,"TB, VM, SM",mixed
1616,1464,G38.1,Laughing dove,50.100m,1,236,18.21390099,74.20018503,657.596313,G38,06-01-23,7:37,morning,"TB, VM, SM",mixed
1617,1465,G38.1,Paddyfield pipit,25.50m,1,236,18.21390099,74.20018503,657.596313,G38,06-01-23,7:37,morning,"TB, VM, SM",mixed
1618,1466,G38.2,Black drongo,25.50m,2,237,18.21564401,74.19786097,663.688843,G38,06-01-23,7:50,morning,"TB, VM, SM",grass
1619,1467,G38.2,Black drongo,100.200m,1,237,18.21564401,74.19786097,663.688843,G38,06-01-23,7:50,morning,"TB, VM, SM",grass
1620,1468,G38.2,Grey babbler,100.200m,1,237,18.21564401,74.19786097,663.688843,G38,06-01-23,7:50,morning,"TB, VM, SM",grass
1621,1469,G38.2,Paddyfield pipit,25.50m,2,237,18.21564401,74.19786097,663.688843,G38,06-01-23,7:50,morning,"TB, VM, SM",grass
1622,1470,G38.3,White throated kingfisher,100.200m,1,238,18.21824499,74.19534397,674.64624,G38,06-01-23,8:07,morning,"TB, VM, SM",mixed
1623,1471,G38.3,Purple sunbird,100.200m,1,238,18.21824499,74.19534397,674.64624,G38,06-01-23,8:07,morning,"TB, VM, SM",mixed
1624,1472,G38.4,Indian peafowl,50.100m,1,239,18.22124597,74.19587002,695.134949,G38,06-01-23,8:30,morning,"TB, VM, SM",grass
1625,1473,G38.4,Red vented bulbul,50.100m,1,239,18.22124597,74.19587002,695.134949,G38,06-01-23,8:30,morning,"TB, VM, SM",grass
1626,1474,G38.4,Grey babbler,50.100m,1,239,18.22124597,74.19587002,695.134949,G38,06-01-23,8:30,morning,"TB, VM, SM",grass
1627,1475,G38.5,Grey babbler,25.50m,2,240,18.213025,74.19243403,664.947327,G38,06-01-23,9:00,morning,"TB, VM, SM",cropland
1628,1476,G38.5,Red vented bulbul,50.100m,1,240,18.213025,74.19243403,664.947327,G38,06-01-23,9:00,morning,"TB, VM, SM",cropland
1629,1477,G38.5,Large billed crow,100.200m,1,240,18.213025,74.19243403,664.947327,G38,06-01-23,9:00,morning,"TB, VM, SM",cropland
1630,1478,G38.5,Laughing dove,50.100m,1,240,18.213025,74.19243403,664.947327,G38,06-01-23,9:00,morning,"TB, VM, SM",cropland
1631,1479,G38.6,Rufous tailed lark,25.50m,4,241,18.210293,74.19352996,693.073181,G38,06-01-23,9:20,morning,"TB, VM, SM",grass
1632,1480,G38.6,Black drongo,50.100m,1,241,18.210293,74.19352996,693.073181,G38,06-01-23,9:20,morning,"TB, VM, SM",grass
1633,1481,G38.6,Ashy crowned sparrow lark,10.25m,1,241,18.210293,74.19352996,693.073181,G38,06-01-23,9:20,morning,"TB, VM, SM",grass
1634,1482,G38.6,Ashy crowned sparrow lark,25.50m,3,241,18.210293,74.19352996,693.073181,G38,06-01-23,9:20,morning,"TB, VM, SM",grass
1635,1483,G38.7,Grey necked bunting,25.50m,2,242,18.20907,74.19075496,691.7771,G38,06-01-23,9:40,morning,"TB, VM, SM",grass
1636,1484,G38.7,Rufous treepie,50.100m,1,242,18.20907,74.19075496,691.7771,G38,06-01-23,9:40,morning,"TB, VM, SM",grass
1637,1485,G38.7,Green bee eater,50.100m,2,242,18.20907,74.19075496,691.7771,G38,06-01-23,9:40,morning,"TB, VM, SM",grass
1638,1486,G38.7,Plum headed parakeet,25.50m,2,242,18.20907,74.19075496,691.7771,G38,06-01-23,9:40,morning,"TB, VM, SM",grass
1639,1487,G38.7,Purple sunbird,50.100m,2,242,18.20907,74.19075496,691.7771,G38,06-01-23,9:40,morning,"TB, VM, SM",grass
1640,1488,G38.7,Red breasted flycatcher,50.100m,1,242,18.20907,74.19075496,691.7771,G38,06-01-23,9:40,morning,"TB, VM, SM",grass
